engine_id,time_s,mission_id,mission_type,phase,random_seed,model_version,altitude_ft,altitude_m,ambient_temperature_C,ambient_pressure_hPa,throttle_pct,rpm,power_kW,torque_Nm,fuelflow_kgh,p_plenum_bar,t_plenum_K,coolant_temp_C,EGT1_C,EGT2_C,EGT3_C,EGT4_C,EGT_mean_C,EGT_max_C,EGT_min_C,EGT_spread_C,oil_pressure_bar,oil_temperature_C,battery_voltage_V,battery_soc_pct,generator_A_current_A,generator_B_current_A,generator_voltage_V,generator_power_W,generator_switch_ready,generator_switch_latched,generator_switch_threshold_rpm,generator_switch_hold_time_s,generator_time_above_threshold_s,vibration_amplitude,vibration_frequency_Hz,vibration_1x,vibration_2x,vibration_3x,engine_state_valid,outside_calibrated_envelope,extrapolation_used,health_state_valid,mission_generated_values,stage3_values,stage3_validation_status,stage3_ambient_source,stage4_production_source,ambient_source
ENG_0001,10.0,temp_mission_001,NORMAL,TAKEOFF,42,stage5_mission_generator,346.80076772358314,105.70487400214814,14.313334479907306,1000.6156585530426,93.06398464552834,5661.279692910567,69.44046939457826,117.13034388965166,20.144008224388706,1.0889363244264436,291.82093922707946,76.11524845656763,508.5842848018773,547.118430763314,585.6525767247507,624.1867226861874,566.3855037440323,624.1867226861874,508.5842848018773,115.60243788431012,3.866522339013982,74.82371736748814,14.5,91.0,43.07519795273711,41.07519795273711,14.475519945807747,420.0,True,True,2400.0,8.0,10.0,0.34798434225613334,94.35466154850945,0.34798434225613334,0.20879060535368,0.13919373690245335,True,False,False,True,python_mission_generator,csv_authoritative,validated_csv,explicit_input,calibrated_csv,python_generated_isa_plus_offset
ENG_0001,11.0,temp_mission_001,NORMAL,TAKEOFF,42,stage5_mission_generator,414.1784667869903,126.24159667667466,14.17992663576176,998.1758790455722,91.7164306642602,5634.328613285204,65.27577981512947,110.63213101124256,19.030388412299093,1.0413287230783403,291.6195929519357,75.00577013239528,498.79831657032105,536.4797410759271,574.161165581533,611.8425900871391,555.3204533287301,611.8425900871391,498.79831657032105,113.04427351681807,3.8156151864457915,74.2199279683601,14.5,91.0,42.895524088568024,40.895524088568024,14.470763872932682,420.0,True,True,2400.0,8.0,11.0,0.34597826946738264,93.90547688808672,0.34597826946738264,0.2075869616804296,0.13839130778695305,True,False,False,True,python_mission_generator,csv_authoritative,validated_csv,explicit_input,calibrated_csv,python_generated_isa_plus_offset
ENG_0001,12.0,temp_mission_001,NORMAL,TAKEOFF,42,stage5_mission_generator,480.12050958388096,146.3407313211669,14.049361391023915,995.792751729362,90.39758980832238,5607.951796166448,61.1998297262828,104.21190236312572,17.940497152593533,0.9947355248956656,291.4225368803114,73.91993211548784,489.22086372012757,526.0677362075459,562.9146086949642,599.7614811823825,544.491172451255,599.7614811823825,489.22086372012757,110.54061746225489,3.7657927425217212,73.62900386511726,14.5,91.0,42.71967864110965,40.71967864110965,14.466109140499961,420.0,True,True,2400.0,8.0,12.0,0.3440149412515441,93.4658632694408,0.3440149412515441,0.20640896475092643,0.13760597650061765,True,False,False,True,python_mission_generator,csv_authoritative,validated_csv,explicit_input,calibrated_csv,python_generated_isa_plus_offset
ENG_0001,13.0,temp_mission_001,NORMAL,TAKEOFF,42,stage5_mission_generator,542.2373564816214,165.27394625559822,13.92637003416639,993.5520819997914,89.15525287036758,5583.1050574073515,57.36031919714194,98.10861422471707,16.91382879894787,0.9508451260661385,291.2369117265826,72.8970818822954,480.19898409473853,516.259715635604,552.3204471764697,588.3811787173352,534.2900814060368,588.3811787173352,480.19898409473853,108.18219462259663,3.718860421501047,73.07235835502318,14.5,91.0,42.55403371604901,40.55403371604901,14.461724421895415,420.0,True,True,2400.0,8.0,13.0,0.34216550266850077,93.05175095678919,0.34216550266850077,0.20529930160110046,0.1368662010674003,True,False,False,True,python_mission_generator,csv_authoritative,validated_csv,explicit_input,calibrated_csv,python_generated_isa_plus_offset
ENG_0001,14.0,temp_mission_001,NORMAL,TAKEOFF,42,stage5_mission_generator,598.3569347007993,182.37919369680364,13.815253269292418,991.531256857054,88.03286130598401,5560.657226119681,53.89150643177092,92.54768949608773,15.986283409008436,0.9111922654784228,291.06920834409635,71.97298598021838,472.0481505510699,507.3986416250619,542.7491326990538,578.0996237730458,525.0738871620579,578.0996237730458,472.0481505510699,106.05147322197587,3.676459330781436,72.56945595729675,14.5,91.0,42.404381507464535,40.404381507464535,14.457763039903472,420.0,True,True,2400.0,8.0,14.0,0.3404946240195325,92.67762043532801,0.3404946240195325,0.2042967744117195,0.136197849607813,True,False,False,True,python_mission_generator,csv_authoritative,validated_csv,explicit_input,calibrated_csv,python_generated_isa_plus_offset
ENG_0001,15.0,temp_mission_001,NORMAL,TAKEOFF,42,stage5_mission_generator,646.6621259284424,197.10261598298925,13.719608990661683,989.7944886131293,87.06675748143115,5541.335149628623,51.100139064516824,88.06007402760511,15.274079599831976,0.8775687563810124,290.93255197977066,71.22092500462426,465.4656122571709,500.24001917364967,535.0144260901284,569.7888330066072,517.627222631889,569.7888330066072,465.4656122571709,104.3232207494363,3.6412044834355473,72.16574478356571,14.5,91.0,42.275567664190824,40.275567664190824,14.454353261699168,420.0,True,True,2400.0,8.0,15.0,0.3390934415551008,92.35558582714371,0.3390934415551008,0.20345606493306048,0.1356373766220403,True,False,False,True,python_mission_generator,csv_authoritative,validated_csv,explicit_input,calibrated_csv,python_generated_isa_plus_offset
ENG_0001,16.0,temp_mission_001,NORMAL,TAKEOFF,42,stage5_mission_generator,685.8282539312352,209.0404517982405,13.642060057216154,988.3881159619702,86.2834349213753,5525.668698427506,48.844045016807186,84.41082840062613,14.699795680406382,0.8503253311024828,290.8220336962913,70.61274695385409,460.14441596014547,494.4530294349487,528.7616429097519,563.0702563845551,511.6073361723503,563.0702563845551,460.14441596014547,102.92584042440967,3.612665407925819,71.83948784254132,14.5,91.0,42.17112465618337,40.17112465618337,14.451588593840148,420.0,True,True,2400.0,8.0,16.0,0.3379587190514868,92.0944783071251,0.3379587190514868,0.20277523143089207,0.1351834876205947,True,False,False,True,python_mission_generator,csv_authoritative,validated_csv,explicit_input,calibrated_csv,python_generated_isa_plus_offset
ENG_0001,17.0,temp_mission_001,NORMAL,TAKEOFF,42,stage5_mission_generator,715.1605721687381,217.98094239703138,13.583982067105898,987.3359146277497,85.69678855662524,5513.935771132505,47.15440981527699,81.66425278262791,14.269702649967659,0.8299221699809012,290.7392642823261,70.15726991182984,456.1592626874645,490.1190338804063,524.0788050733481,558.03857626629,507.0989194768772,558.03857626629,456.1592626874645,101.87931357882547,3.5912919077167667,71.59514731389272,14.5,91.0,42.09290514088337,40.09290514088337,14.449518077258677,420.0,True,True,2400.0,8.0,17.0,0.3371089020467298,91.89892951887508,0.3371089020467298,0.20226534122803785,0.13484356081869192,True,False,False,True,python_mission_generator,csv_authoritative,validated_csv,explicit_input,calibrated_csv,python_generated_isa_plus_offset
ENG_0001,18.0,temp_mission_001,NORMAL,TAKEOFF,42,stage5_mission_generator,734.7317514066094,223.94623782873455,13.545231132214914,986.6343669727322,85.30536497186782,5506.107299437356,46.02704739175453,79.82516551108128,13.982734953806732,0.816308724221299,290.68403867680075,69.85336543499943,453.5002792290651,487.22729504383403,520.954310858603,554.6813266733719,504.0908029512185,554.6813266733719,453.5002792290651,101.18104744430684,3.5770310300000774,71.4321178443998,14.5,91.0,42.040715329582376,40.040715329582376,14.448136582253651,420.0,True,True,2400.0,8.0,18.0,0.3365418851207295,91.7684549906226,0.3365418851207295,0.2019251310724377,0.13461675404829182,True,False,False,True,python_mission_generator,csv_authoritative,validated_csv,explicit_input,calibrated_csv,python_generated_isa_plus_offset
ENG_0001,19.0,temp_mission_001,NORMAL,TAKEOFF,42,stage5_mission_generator,745.5193673298157,227.23430316212784,13.523871652686966,986.2478471479257,85.08961265340369,5501.7922530680735,45.40564626495465,78.80922486653013,13.824558624678787,0.808805005489736,290.65359837403236,69.68585356800645,452.03465000219325,485.6333712674477,519.2320925327022,552.8308137979567,502.43273190007494,552.8308137979567,452.03465000219325,100.79616379576345,3.5691704473716297,71.34225615136238,14.5,91.0,42.011948353787155,40.011948353787155,14.447375103482601,420.0,True,True,2400.0,8.0,19.0,0.3362293459147213,91.69653755113455,0.3362293459147213,0.20173760754883277,0.13449173836588854,True,False,False,True,python_mission_generator,csv_authoritative,validated_csv,explicit_input,calibrated_csv,python_generated_isa_plus_offset
ENG_0001,20.0,temp_mission_001,NORMAL,TAKEOFF,42,stage5_mission_generator,749.5433881558594,228.46082470990595,13.515904091451398,986.1036980538208,85.0091322368828,5500.182644737656,45.173849814898354,78.4298481805224,13.765555333578224,0.8060059514018322,290.6422434636275,69.62336791351268,451.48793768186454,485.0388022248563,518.589666767848,552.1405313108397,501.8142344963521,552.1405313108397,451.48793768186454,100.65259362897518,3.566238275107907,71.30873573991833,14.5,91.0,42.001217631584375,40.001217631584375,14.447091054953704,420.0,True,True,2400.0,8.0,20.0,0.33611276183507993,91.6697107456276,0.33611276183507993,0.20166765710104795,0.13444510473403198,True,False,False,True,python_mission_generator,csv_authoritative,validated_csv,explicit_input,calibrated_csv,python_generated_isa_plus_offset
ENG_0001,21.0,temp_mission_001,NORMAL,CLIMB,42,stage5_mission_generator,750.0000137275807,228.6000041841666,13.51499997281939,986.0873418200745,84.99999995154971,5499.999997092983,45.041206434628705,78.20215255290064,13.702610104092464,0.805672711802198,290.6357466428268,69.59391593012478,451.18810820131193,484.7149345510937,518.2417609008754,551.7685872506571,501.4783477259845,551.7685872506571,451.18810820131193,100.58047904934517,3.565293859414333,71.28898096945534,14.5,91.0,41.999999976743865,39.999999976743865,14.447058823016409,420.0,True,True,2400.0,8.0,21.0,0.336079277285304,91.66666661821638,0.336079277285304,0.2016475663711824,0.13443171091412162,True,False,False,True,python_mission_generator,csv_authoritative,validated_csv,explicit_input,calibrated_csv,python_generated_isa_plus_offset
ENG_0001,22.0,temp_mission_001,NORMAL,CLIMB,42,stage5_mission_generator,750.0049205684875,228.60149978927498,13.514990257274395,986.0871660592393,84.99998263328769,5499.998957997262,45.041158332923345,78.20208381144606,13.702597550444107,0.8056721331210848,290.6357365322433,69.59390350870852,451.18797726126553,484.71479361505664,518.2416099688477,551.7684263226388,501.4782017919522,551.7684263226388,451.18797726126553,100.58044906137326,3.565292863707737,71.28897527728296,14.5,91.0,41.99999166397809,39.99999166397809,14.447058639646576,420.0,True,True,2400.0,8.0,22.0,0.33607922136376694,91.66664929995436,0.33607922136376694,0.20164753281826017,0.13443168854550677,True,False,False,True,python_mission_generator,csv_authoritative,validated_csv,explicit_input,calibrated_csv,python_generated_isa_plus_offset
ENG_0001,23.0,temp_mission_001,NORMAL,CLIMB,42,stage5_mission_generator,750.0314390296089,228.6095826162248,13.514937750721375,986.0862161803205,84.99988903871903,5499.993342323141,45.04089837275184,78.20171230565818,13.702529705685699,0.805669005705117,290.6356818907498,69.59383637858339,451.1872696107436,484.7140319423452,518.2407942739468,551.7675566055484,501.477413108146,551.7675566055484,451.1872696107436,100.5802869948048,3.5652874825251875,71.28894451458757,14.5,91.0,41.99994673858513,39.99994673858513,14.447057648645261,420.0,True,True,2400.0,8.0,23.0,0.33607891914220844,91.66655570538569,0.33607891914220844,0.20164735148532506,0.13443156765688338,True,False,False,True,python_mission_generator,csv_authoritative,validated_csv,explicit_input,calibrated_csv,python_generated_isa_plus_offset
ENG_0001,24.0,temp_mission_001,NORMAL,CLIMB,42,stage5_mission_generator,750.0976688865575,228.62976947662273,13.514806615604616,986.0838438609477,84.99965528628273,5499.979317176964,45.04024912222054,78.20078446663533,13.702360263400788,0.8056611949837014,290.6355454236192,69.59366872109511,451.18550225355705,484.7121296647397,518.2387570759223,551.7653844871049,501.475443370331,551.7653844871049,451.18550225355705,100.57988223354789,3.565274043021712,71.28886768475547,14.5,91.0,41.999834537415715,39.999834537415715,14.447055173619464,420.0,True,True,2400.0,8.0,24.0,0.33607816434386256,91.6663219529494,0.33607816434386256,0.20164689860631754,0.13443126573754502,True,False,False,True,python_mission_generator,csv_authoritative,validated_csv,explicit_input,calibrated_csv,python_generated_isa_plus_offset
ENG_0001,25.0,temp_mission_001,NORMAL,CLIMB,42,stage5_mission_generator,750.2212427120446,228.66743477863122,13.514561939430152,986.0794175225037,84.99921914336926,5499.953148602155,45.0390377294206,78.1990532616973,13.7020441124636,0.8056466214851383,290.6352907987994,69.59335590028964,451.1822046609211,484.70858033318916,518.2349560054572,551.7613316777253,501.4717681693232,551.7613316777253,451.1822046609211,100.57912701680414,3.5652489671581407,71.28872433315091,14.5,91.0,41.99962518881724,39.99962518881724,14.447050555635675,420.0,True,True,2400.0,8.0,25.0,0.33607675601651044,91.66588581003592,0.33607675601651044,0.20164605360990626,0.13443070240660418,True,False,False,True,python_mission_generator,csv_authoritative,validated_csv,explicit_input,calibrated_csv,python_generated_isa_plus_offset
ENG_0001,26.0,temp_mission_001,NORMAL,CLIMB,42,stage5_mission_generator,750.4193298725113,228.72781174514145,13.514169726852428,986.0723221957857,84.99852001221467,5499.91120073288,45.037095883248796,78.19627812937294,13.701537326813959,0.8056232603652802,290.6348826386788,69.59285445279583,451.1769186648046,484.7028908030186,518.2288629412326,551.7548350794466,501.4658768721256,551.7548350794466,451.1769186648046,100.577916414642,3.5652087708901083,71.28849454247974,14.5,91.0,41.99928960586304,39.99928960586304,14.447043153070508,420.0,True,True,2400.0,8.0,26.0,0.33607449848693177,91.66518667888134,0.33607449848693177,0.20164469909215907,0.1344297993947727,True,False,False,True,python_mission_generator,csv_authoritative,validated_csv,explicit_input,calibrated_csv,python_generated_isa_plus_offset
ENG_0001,27.0,temp_mission_001,NORMAL,CLIMB,42,stage5_mission_generator,750.7086405247588,228.8159936319465,13.513596891760978,986.0619593894245,84.99749891579496,5499.849934947698,45.034259774228865,78.19222491154592,13.7007971552324,0.8055891409361995,290.6342865118502,69.59212207770818,451.1691983512787,484.6945811191362,518.2199638869938,551.7453466548513,501.457272503065,551.7453466548513,451.1691983512787,100.57614830357267,3.565150063357045,71.28815892815321,14.5,91.0,41.998799479581585,39.998799479581585,14.447032341461359,420.0,True,True,2400.0,8.0,27.0,0.33607120131535667,91.66416558246164,0.33607120131535667,0.201642720789214,0.13442848052614267,True,False,False,True,python_mission_generator,csv_authoritative,validated_csv,explicit_input,calibrated_csv,python_generated_isa_plus_offset
ENG_0001,28.0,temp_mission_001,NORMAL,CLIMB,42,stage5_mission_generator,751.105429612579,228.9369349459141,13.512811249367093,986.0477469608065,84.9960984837203,5499.765909023218,45.0303700553325,78.18666578304916,13.699782011115193,0.8055423461948489,290.6334689248769,69.59111762646968,451.15860995386635,484.68318440124096,518.2077588486156,551.7323332959902,501.4454716249283,551.7323332959902,451.15860995386635,100.57372334212386,3.5650695460711748,71.28769863365162,14.5,91.0,41.99812727218575,39.99812727218575,14.44701751335704,420.0,True,True,2400.0,8.0,28.0,0.3360666792499177,91.66276515038697,0.3360666792499177,0.2016400075499506,0.13442667169996708,True,False,False,True,python_mission_generator,csv_authoritative,validated_csv,explicit_input,calibrated_csv,python_generated_isa_plus_offset
ENG_0001,29.0,temp_mission_001,NORMAL,CLIMB,42,stage5_mission_generator,751.6255008633851,229.0954526631598,13.511781508290497,986.0291189892042,84.99426293812922,5499.655776287754,45.02527180280033,78.17937917898738,13.69845146224934,0.8054810123517259,290.6323973140567,69.58980109275439,451.14473174689124,484.6682467290298,518.1917617111684,551.7152766933069,501.4300042200991,551.7152766933069,451.14473174689124,100.57054494641568,3.564964012106509,71.28709532588805,14.5,91.0,41.99724621030203,39.99724621030203,14.446998078168427,420.0,True,True,2400.0,8.0,29.0,0.3360607521811014,91.6609296047959,0.3360607521811014,0.2016364513086608,0.13442430087244056,True,False,False,True,python_mission_generator,csv_authoritative,validated_csv,explicit_input,calibrated_csv,python_generated_isa_plus_offset
ENG_0001,30.0,temp_mission_001,NORMAL,CLIMB,42,stage5_mission_generator,752.2842107848426,229.29622744722002,13.510477262646011,986.0055256508496,84.99193807958291,5499.516284774974,45.018814476963115,78.17014972005487,13.69676622058762,0.8054033283595353,290.6310400371872,69.58813360235023,451.1271539388267,484.6493270274048,518.1715001159829,551.693673204561,501.4104135716939,551.693673204561,451.1271539388267,100.56651926573431,3.5648303452878403,71.28633119057208,14.5,91.0,41.99613027819979,39.99613027819979,14.446973462019113,420.0,True,True,2400.0,8.0,30.0,0.33605324509620016,91.65860474624957,0.33605324509620016,0.20163194705772008,0.13442129803848007,True,False,False,True,python_mission_generator,csv_authoritative,validated_csv,explicit_input,calibrated_csv,python_generated_isa_plus_offset
ENG_0001,31.0,temp_mission_001,NORMAL,CLIMB,42,stage5_mission_generator,753.0964726614992,229.54380486722496,13.508868984130231,985.9764330957182,84.98907127295942,5499.344276377565,45.01093484115664,78.15891218808423,13.694690870388623,0.8053099178193992,290.6293115980307,69.58610708087978,451.10563453924686,484.6261735581003,518.1467125769537,551.6672515958071,501.386443067527,551.6672515958071,451.10563453924686,100.56161705656024,3.564666608233101,71.28540137128762,14.5,91.0,41.99475421102052,39.99475421102052,14.446943107596042,420.0,True,True,2400.0,8.0,31.0,0.33604400383530597,91.65573793962608,0.33604400383530597,0.2016264023011836,0.13441760153412238,True,False,False,True,python_mission_generator,csv_authoritative,validated_csv,explicit_input,calibrated_csv,python_generated_isa_plus_offset
ENG_0001,32.0,temp_mission_001,NORMAL,CLIMB,42,stage5_mission_generator,754.0767605514159,229.84259661607157,13.506928014108196,985.9413233257628,84.98561143334794,5499.136686000877,45.00145045898398,78.14539294960746,13.692187042832982,0.8051979093213776,290.62720894125493,69.58367038239025,451.079711069861,484.5982842722518,518.1168574746426,551.6354306770335,501.35757087344723,551.6354306770335,451.079711069861,100.55571960717248,3.5644693316375204,71.28428299532276,14.5,91.0,41.99309348800701,39.99309348800701,14.446906474000155,420.0,True,True,2400.0,8.0,32.0,0.33603285571936975,91.65227810001461,0.33603285571936975,0.20161971343162186,0.1344131422877479,True,False,False,True,python_mission_generator,csv_authoritative,validated_csv,explicit_input,calibrated_csv,python_generated_isa_plus_offset
ENG_0001,33.0,temp_mission_001,NORMAL,CLIMB,42,stage5_mission_generator,755.2391132827976,230.1968817285967,13.50462655570006,985.8996940743674,84.98150901194306,5498.890540716584,44.99020458148492,78.12936151581432,13.689218189674504,0.8050650979452988,290.6247157666768,69.58078112590348,451.04897294103444,484.5652152239492,518.081457506864,551.5976997897789,501.32333636540665,551.5976997897789,451.04897294103444,100.54872684874442,3.5642354156705176,71.28295690798572,14.5,91.0,41.99112432573267,39.99112432573267,14.446863036597044,420.0,True,True,2400.0,8.0,33.0,0.33601963710967203,91.64817567860973,0.33601963710967203,0.2016117822658032,0.13440785484386883,True,False,False,True,python_mission_generator,csv_authoritative,validated_csv,explicit_input,calibrated_csv,python_generated_isa_plus_offset
ENG_0001,34.0,temp_mission_001,NORMAL,CLIMB,42,stage5_mission_generator,756.5971384506234,230.61080779975003,13.501937665867766,985.8510586868221,84.97671598193898,5498.602958916338,44.977065553833796,78.11062950511658,13.685749554724087,0.804909928876204,290.62180288684823,69.57740548706391,451.01306030330284,484.5265792757912,518.0400982482796,551.5536172207679,501.2833387620354,551.5536172207679,451.01306030330284,100.5405569174651,3.563962121891642,71.28140758485014,14.5,91.0,41.98882367133071,39.98882367133071,14.446812286867589,420.0,True,True,2400.0,8.0,34.0,0.33600419325672737,91.64338264860564,0.33600419325672737,0.20160251595403642,0.13440167730269095,True,False,False,True,python_mission_generator,csv_authoritative,validated_csv,explicit_input,calibrated_csv,python_generated_isa_plus_offset
